병/의원명,전화번호,주 소 지 정보,위도,경도
퍼스트소아청소년과의원,031-8016-7582,"경기도 성남시 분당구 동판교로 59, (백현동, 자유퍼스트) 4층 405호",37.3883355083,127.1150390547
퍼스트이비인후과의원,031-452-9269,"경기도 안양시 동안구 경수대로 558, (호계동) ",37.3725242432,126.9581935417
편안한내과의원,031-613-7536,"경기도 화성시 동탄반석로 130, (반송동, 드림프라자) 502호",37.2004695638,127.0714000004
편안한내과의원,031-966-0333,"경기도 고양시 덕양구 혜음로 36, (고양동) 2층",37.7036565316,126.9022102897
편안한내과통증영상의학과의원,031-771-0055,"경기도 양평군 양평읍 시민로 31-1, (2층,3층,4층) ",37.4904065288,127.4951788076
편안한연합의원,032-347-3936,"경기도 부천시 역곡로 3, (역곡동) 덕지빌딩 201호",37.4856164467,126.8114250451
편안한의원,032-661-5275,"경기도 부천시 경인로 190, (심곡본동, 부천라비앙로제) 202호",37.4834050535,126.7765185740
편한내과의원,031-261-7580,"경기도 용인시 수지구 동천로 36, (동천동, 영재빌딩) 301,302호",37.3407367034,127.0990215645
편한내과의원,031-505-2222,"경기도 안산시 상록구 용신로 394, (본오동, 서해프라자) 502호",37.3013718655,126.8658863895
편한내과의원,031-565-0119,"경기도 남양주시 도농로 1, (다산동, 상임빌딩) 4층",37.6061070386,127.1572311335
편한마디정형외과의원,031-568-1190,"경기도 구리시 동구릉로85번길 16, (인창동, 경호빌딩)  3,4층 ",37.6084809687,127.1336893538
편한몸의원,031-8042-5252,"경기도 수원시 권선구 동수원로177번길 40, (권선동, 수원아이파크시티8단지)  상가206호 ",37.2466841722,127.0301423660
편한이비인후과의원,031-898-2789,"경기도 용인시 수지구 성복2로 51, (성복동, YK타운) B동 305호",37.3134470196,127.0787960115
평송의원,031-651-8244,"경기도 평택시 중앙2로 5, (평택동) 1층",36.9919569072,127.0876021959
평안한사랑병원,031-372-8600,"경기도 오산시 수목원로 606, (세교동) 오산세교CL타워 6층",37.1859069580,127.0422079079
평촌M＆M소아과의원,031-386-4122,"경기도 안양시 동안구 동안로 120, (호계동, 평촌스포츠센타 4층 404호-405호 일부) ",37.3895593693,126.9522485986
평촌드림의원,031-383-6216,"경기도 안양시 동안구 부림로 57, (평촌동, 초원아파트제1상가동)  109~110호 ",37.3889300344,126.9674649747
평촌메디의원,031-458-0752,"경기도 안양시 동안구 관평로170번길 43, (관양동, 훼미리타운) 218호",37.3933193690,126.9631722216
평촌센트럴소아청소년과의원,031-5177-1955,"경기도 안양시 동안구 시민대로 260, (관양동) 안양금융센터 A.F.C 3층 302호",37.3935078942,126.9594142896
평촌연세가정의학과의원,031-381-7582,"경기도 안양시 동안구 달안로 112, (관양동, 한가람세경상가) 101호",37.3972702629,126.9553342883
평촌연세내과의원,031-387-6975,"경기도 안양시 동안구 시민대로 202, (호계동, 에머럴드빌딩) 405호",37.3914792986,126.9534535476
평촌우리병원,031-463-0021,"경기도 안양시 동안구 관악대로 221, (비산동) 지하2~지상7층",37.4010705873,126.9476385071
평촌중앙병원,031-387-0114,"경기도 안양시 동안구 평촌대로223번길 49, (호계동) 아트타워빌딩 3층, 4층",37.3903595340,126.9530645367
평촌훼밀리의원,031-421-5494,"경기도 안양시 동안구 흥안대로434번길 19-21, (평촌동) ",37.3935251072,126.9763439875
평택미영상의학과의원,031-656-0009,"경기도 평택시 평택2로20번길 31, (평택동) 2층",36.9919519573,127.0898842339
평택비전병원,031-652-6200,"경기도 평택시 비전4로 47, (비전동) ",37.0024638955,127.1145753920
평택비전정형외과의원,031-647-0975,"경기도 평택시 평남로 941, (비전동, 우성메디피아) 501,502호",37.0046158858,127.1041802606
평택사랑외과의원,031-653-1195,"경기도 평택시 중앙로 80-1, (합정동) ",36.9937398787,127.0920115023
평택시민의료소비자생활협동조합 시민의원,031-653-3677,"경기도 평택시 통복시장2로29번길 3, (통복동) 1층",36.9963000732,127.0860748689
평택준한방병원,070-4888-2102,"경기도 평택시 청북읍 청북남로 254,   청북센터프라자 3,4,5층",37.0196678967,126.9159399353
평화가정의학과의원,031-881-2468,"경기도 여주시 도예로 80, (오학동) ",37.3097602602,127.6439729841
평화의원,031-494-6004,"경기도 안산시 단원구 다문화길 15, (원곡동) 2층",37.3296256583,126.7902849388
포도나무메디컬의원,032-882-7588,"경기도 안산시 단원구 대남로 6, (대부북동,번지외1필지) ",37.2423110948,126.5843719189
포브스요양병원,031-338-0911,"경기도 용인시 처인구 금령로 132, (마평동) ",37.2349416036,127.2108503384
포승백내과의원,031-8054-7727,"경기도 평택시 포승읍 여술로 20,   스타타워 403호",36.9877168660,126.8447486443
포우먼산부인과의원,031-404-8206,"경기도 시흥시 비둘기공원7길 33, (대야동, 성원디아망빌딩)  402호 ",37.4430150452,126.7927458363
포천그린내과의원,031-543-0950,"경기도 포천시 소흘읍 솔모루로 93-1, 1층",37.8296512344,127.1476236751
포천속편한내과의원,031-532-9559,"경기도 포천시 일동면 기산동길 3-1, 1,2층",37.9576215002,127.3182824951
포천신경외과의원,031-535-8802,"경기도 포천시 중앙로 73, (신읍동) ",37.8934551191,127.1997927951
포천외과의원,031-535-4756,"경기도 포천시 구절초로 17, (신읍동) 2층",37.8956724768,127.2026135764
표진원소아청소년과의원,031-981-8008,"경기도 김포시 김포한강9로 73, (구래동, 김포센트럴프라자) 5층 503호",37.6433496634,126.6255098492
푸른가정의원,031-769-2814,"경기도 광주시 경충대로1422번길 12-1, (쌍령동) 2층",37.3972977432,127.2766434528
푸른내과의원,031-241-1296,"경기도 수원시 장안구 만석로159번길 56, (파장동) ",37.3040802779,126.9968543569
푸른내과의원,031-768-8074,"경기도 광주시 파발로 187, (탄벌동) 세양빌딩3층",37.4156611899,127.2503735759
푸른마을의원,031-983-1616,"경기도 김포시 감정로38번길 16, (감정동, 푸른마을 상가) 202호",37.6195762225,126.6992363815
푸른성모이비인후과의원,031-354-5055,"경기도 화성시 향남읍 행정중앙2로 63-3, (백상프라자) 402호,403호",37.1298628504,126.9219254521
푸른성모이비인후과의원,031-758-0758,"경기도 성남시 수정구 수정로 205, (태평동) 3층",37.4443996618,127.1425015106
푸른소아청소년과의원,031-555-6800,"경기도 구리시 이문안로 72, (수택동)  청림빌딩 3층 ",37.5921081666,127.1393830952
푸른소아청소년과의원,031-715-3577,"경기도 성남시 분당구 서판교로 36, (판교동, 화령빌딩) 3층 일부호",37.3899645046,127.0978831827
푸른소아청소년과의원,031-864-0561,"경기도 의정부시 용민로 483, (민락동) 보광프라자 207호",37.7507562105,127.1180814515
푸른솔가정의학과의원,031-998-7756,"경기도 김포시 청송로 26, (장기동, 청송현대쇼핑센타 ) 201호",37.6477614083,126.6666902472
푸른솔내과의원,031-413-0875,"경기도 안산시 단원구 광덕서로 86, (고잔동, 안산법조타운)  202,203호 ",37.3123091219,126.8277095124
푸른숲소아청소년과의원,031-716-0006,"경기도 성남시 분당구 돌마로366번길 42, (수내동, 동한프라자) 2층",37.3671802834,127.1267485393
푸른외과의원,031-424-9011,"경기도 안양시 동안구 흥안대로456번길 30, (평촌동) ",37.3941125663,126.9772234173
푸른의원,031-613-9738,"경기도 화성시 10용사로 349-5, (능동, 스타타워)  401호 ",37.1995944542,127.0561882834
푸른의원,031-656-7582,"경기도 안성시 공도읍 진사길 32, (아)상가)  (주은청설",36.9908250555,127.1389690842
푸른의원,031-745-9571,"경기도 성남시 중원구 은이로 24, (은행동) ",37.4567151563,127.1664873833
푸른의원,031-989-3375,"경기도 김포시 풍무로 76, (풍무동, 오성프라자)  3층 301호 ",37.6024270314,126.7219791725
푸른이비인후과의원,031-224-7550,"경기도 수원시 권선구 동수원로242번길 20, (권선동, 태양프라자) 303호",37.2504144272,127.0355863210
푸른정형외과의원,031-774-7582,"경기도 양평군 양평읍 시민로 29, 2층",37.4903539865,127.4947520588
푸른정형외과의원,031-836-7585,"경기도 의정부시 비우로 110, (녹양동)  4층 ",37.7582615531,127.0391941683
푸른정형외과의원,032-668-6600,"경기도 부천시 부일로 362, (중동) 푸른병원 지하1, 1,2,3층",37.4874979776,126.7701841556
풍동연세이비인후과의원,031-907-7770,"경기도 고양시 일산동구 숲속마을1로 76, (풍동, 힘찬프라자 303호) ",37.6677432842,126.8003631592
풍림메디의원,031-410-0110,"경기도 안산시 단원구 초지2로 67-17, (초지동) ",37.3078191494,126.8161909298
풍림연세의원,031-653-3537,"경기도 안성시 공도읍 서동대로 4081, (아)상가) 2층 (주은풍림",36.9982337462,127.1596105993
풍무행복쑥쑥의원,031-997-6700,"경기도 김포시 김포대로 693, (풍무동)  2,3층 ",37.6116559917,126.7334467511
풍산제일의원,031-791-9577,"경기도 하남시 덕풍북로 70-1, (덕풍동, 꽃뫼마을아파트1단지상가) 106-1호 107호",37.5526021807,127.1994713348
프라미스소아청소년과의원,031-873-8575,"경기도 의정부시 민락로 210, (민락동) 3층",37.7431843082,127.1023641492
프라임강보성이비인후과의원,032-321-0079,"경기도 부천시 길주로 219, (중동, 드림빌딩)  5층 506호 일부호 ",37.5047705308,126.7667926092
프라임내과의원,031-471-6830,"경기도 안양시 만안구 연현로79번길 84, (석수동, 석수엘지빌리지상가) 534동 201호",37.4283840923,126.9011654497
프라임내과의원,031-573-7362,"경기도 남양주시 별내2로 64, (별내동) 쎈타프라자 201,203,204호",37.6464371949,127.1248653719
프라임내과의원,032-343-9037,"경기도 부천시 경인옛로 123, (괴안동, 청석빌라) ",37.4811827554,126.8048686954
프라임메디컬의원,031-8031-7891,"경기도 수원시 권선구 경수대로 193, (세류동)  세류비즈타워 4~7층 ",37.2444673949,127.0172042226
프라임방충일이비인후과의원,032-328-0075,"경기도 부천시 길주로 219, (중동, 드림빌딩) 5층 506호 일부호",37.5047705308,126.7667926092
프라임산부인과의원,032-328-8882,"경기도 부천시 부일로 204, (상동, 루치올라빌딩)  502호 ",37.4883446453,126.7526028558
프라임연세의원,032-678-6265,"경기도 부천시 삼작로 485, (작동, 남정빌딩) 2층",37.5187818479,126.8154533344
프라임요양병원,032-682-7582,"경기도 부천시 성곡로 43, (여월동) ",37.5180458078,126.7993664482
프라임이흥엽이비인후과의원,032-327-8275,"경기도 부천시 길주로 219, (중동, 드림빌딩) 5층 506호 일부호",37.5047705308,126.7667926092
프렌닥터중앙의원,031-592-2362,"경기도 남양주시 경춘로 988, (금곡동) ",37.6340305206,127.2113863339
플로라여성의원,031-853-2330,"경기도 의정부시 오목로225번길 162, (민락동, 씨티프라자)  401호 ",37.7445862233,127.0958167882
피터소아청소년과의원,031-261-7383,"경기도 용인시 수지구 손곡로 95, (동천동, 송란아트프라자) 306호",37.3359655264,127.0918094730
필립요양병원,031-1877-7504,"경기도 남양주시 경춘로1308번길 2, (평내동) 3~7층",37.6500670605,127.2379991879
필미즈의원,031-484-7447,"경기도 안산시 단원구 선부광장1로 56, (선부동)  303호 ",37.3365953473,126.8107222615
필산부인과의원,031-441-9111,"경기도 안양시 만안구 안양로 368, (안양동) ",37.4041756408,126.9174049219
필외과의원,031-217-7582,"경기도 수원시 팔달구 팔달문로 156-1, (우만동) ",37.2828582181,127.0331675828
하나가정의원,031-409-7870,"경기도 안산시 상록구 영화6길 25, (사동) 2층",37.2806416411,126.8521448627
하나가정의학과의원,031-433-7585,"경기도 시흥시 정왕신길로49번길 19, (정왕동, 서해아파트2차상가) 203호",37.3596635036,126.7273161299
하나가정의학과의원,031-555-6987,"경기도 구리시 벌말로 200, (토평동, 새롬프라자)  202호 ",37.5940323709,127.1509906659
하나내과의원,031-227-1511,"경기도 수원시 권선구 금곡로 106, (금곡동, 우성메디피아) 403호",37.2739733214,126.9419968997
하나내과의원,031-446-1199,"경기도 안양시 만안구 안양로 259, (안양동)  2층 ",37.3957648218,126.9236203740
하나로내과의원,031-269-8321,"경기도 수원시 장안구 정자천로 163, (정자동, 하나로빌딩) ",37.2949805132,126.9941162764
하나로내과의원,031-682-8217,"경기도 평택시 청북읍 청북남로 254, 청북센터프라자 203~205호",37.0196678967,126.9159399353
하나로연합의원,031-672-2475,"경기도 안성시 중앙로 370, (석정동, 하평플리스) 4층",37.0076301993,127.2678947414
하나로이비인후과의원,031-241-5075,"경기도 수원시 장안구 정자천로 163, (정자동) ",37.2949805132,126.9941162764
하나병원,031-8005-9111,"경기도 수원시 팔달구 행궁로 102, (교동, 교동대한빌딩1층∼8층, 지하1,2층) ",37.2734724532,127.0156469796
하나산부인과의원,031-403-8275,"경기도 안산시 단원구 선부광장1로 70, (선부동, 군자빌딩)  301호 ",37.3359427814,126.8119402340
하나소아청소년과병원,031-593-1140,"경기도 남양주시 늘을1로16번길 25, (호평동) 성보빌딩 4층, 10층",37.6540741840,127.2429002614
하나소아청소년과의원,031-224-7584,"경기도 수원시 권선구 곡선로50번길 33, (곡반정동) 2층",37.2373545385,127.0291769026
하나소아청소년과의원,031-274-2107,"경기도 용인시 기흥구 덕영대로2077번길 33, (영덕동, 기흥효성해링턴플레이스) 근린생활시설 B동 302호,303호,304호",37.2664821050,127.0956986649
하나소아청소년과의원,031-315-7585,"경기도 시흥시 은행로 149, (은행동) 만경빌딩 3층 302호",37.4444013306,126.7992635713
